list_name,name,label::English,label::Hausa,label::Kanuri,State,LGA,Ward,livecope,,,,
needs_items,solar_lamp,Solar lamp,9. Fitila mai amfani da hasken rana,9. Fat?la sola ye,,,,,,,,
needs_items,foldable_mattress,Foldable mattress,10. Tabarma,10. Katiwa k?litin ma d?,,,,,,,,
needs_items,kettle,Kettle,11. Buta,11. Sakkan,,,,,,,,
needs_items,10l_basin,10L Basin,12. 1roba mai girman lita 10,12. Daro lita meu ma d?,,,,,,,,
needs_items,rope,Rope,13. Igiya,13. Je,,,,,,,,
needs_items,kitchen_items,"Kitchen items kits (cooking pot, tray, cups, spoons, kitchen knife)","14. Kayan Kicin  (Tukunyar girki, tire, Kofuna, cokali, wuka)","14. Karea k?shin ye (kolo b?ri deta ye, tre, kof, cokkol, jana k?shin ye)",,,,,,,,
needs_items,10l_bucket,10L Bucket,15. bokiti lita 10,15. Bokati lita meu wa,,,,,,,,
needs_items,aquatabs,Aquatabs,16. Aquatabs,16. Kwaya nji shawa ro dio ye,,,,,,,,
needs_items,school_material,"Learners materials (notebook, textbook, school bag)","17. kayan karatu littafin rubutu, littafin karatu, jakar littattafai)","17. Karea k?ra ye (kakkadi ruo ye, kakkadi k?ra ye, ng?ruu monti ye)",,,,,,,,
,,,,,,,,,,,,
cashforshelter,dont_need_support,Do not want support,1. Ba mu bukatar tallafi,1.Bana d? wang?na,,,,,,,,
cashforshelter,cah_rent,Cash to pay rent,2. Kudin biyan haya,2. Kung?na haya biya t? ye,,,,,,,,
cashforshelter,provide_materials_repair,Directly provide materials to repair shelter,3. A samar mana da kaya don gyaran gida,3. Daata ro karea fato yasaye fando,,,,,,,,
cashforshelter,provide_materials_build,Directly provide materials to build shelter,4. A samar mana da kayan gina gida,4. Daata ro karea fato garta ye fando,,,,,,,,
cashforshelter,cash_repair,Cash for materials to repair shelter,5. Kudin da za mu sayi kayan gyaran gida,5.Kung?na karea fato yasa ye ,,,,,,,,
cashforshelter,cash_build,Cash for materials to build shelter,6.Kudin da za mu sayi kayan ginin gida,6.Kung?na karea fato gartaye,,,,,,,,
cashforshelter,mix_cash_repair_materials,Mix of cash and materials to repair shelter,"7. Duk, kuda da kayan gyaran gida",7. Kung?na-a karea fato yasa ye-a tuskaata,,,,,,,,
cashforshelter,mix_cash_building_materials,Mix of cash and materials to build shelter,"8. Duka, kudi da kayan ginin gida",8. Kung?na-a karea fato gartaye-a tuskaata,,,,,,,,
cashforshelter,97,Other,97. Wani da ban,97 Gabs?na d? so,,,,,,,,
cashforshelter,98,No response,98. Ba amsa,98 Jawau ba,,,,,,,,
cashforshelter,99,Don't know,99. Ban sani ba,99 Not?nyi,,,,,,,,
,,,,,,,,,,,,
food_source_main,market_local,Purchased in local markets,1. Muna saye a kasuwar kauye,1. Kasuwu fato ye lan yuyen,,,,,,,,
food_source_main,market_outside,Markets located outside the community / elsewhere,2. Kasuwar da ke wajen garin mu,2. Kasuwu d? ngawar nden diyan kara / na gade lan,,,,,,,,
food_source_main,own_agriculture,Own agriculture / Crop cultivation,3. Kayan da muka noma,3. Awragalja k?lande we / bare dio,,,,,,,,
food_source_main,own_livestock,Own livestock production,4. Dabbonin da muke kiwo,4. Dabbaa kaande ,,,,,,,,
food_source_main,ngo,Food aid/assistance from NGO,5. Taimakon abinci daga kungiyoyi NGO,5. Bana k?mbu ye karapkaa kanjimali ye,,,,,,,,
food_source_main,government,Food aid/assistance from Government / NEMA / SEMA,5. Taimakon abinci daga gwamnati / NEMA / SEMA,5. Bana k?mbu ye na gomnati ye/ cidaram NEMA/ SEMA ye ,,,,,,,,
food_source_main,community_family,"Assistance/support from relatives, neighbours and friends","6. Taimako/tallafi daga 'yan uwa, makwabta, abokai","6. Bana na durra ye, k?maski so sawaa so",,,,,,,,
food_source_main,wild_foods,Foraged wild foods,7. Abincin daji,7. K?mbu karaaye sapta,,,,,,,,
food_source_main,seed_stocks,Consumed planting material / seed stocks,8. Muna cin abun da aka shuka/ Irin shuka,8. Awo a natoye buwo / kusuni sapkata,,,,,,,,
food_source_main,begging,Begging for food,9. Bara abinci,9. Ngodot? men,,,,,,,,
food_source_main,97,Other,97. Wani da ban,97. Gabs?na d? so,,,,,,,,
food_source_main,98,No response,98. Ba amsa,98. Jawau ba,,,,,,,,
food_source_main,99,Don't know,99. Ban sani ba,99. Not?nyi,,,,,,,,
,,,,,,,,,,,,
food_barrier_main,none,None,1. Babu,1. Ndaso ma ba,,,,,,,,
food_barrier_main,market_far,Market is too far away,2. Kasuwa na da nisa sosai,2. Kasuwu d? zau ro cint?,,,,,,,,
food_barrier_main,transport_expensive,Transportation to market is too expensive,3. Akwai tsadar sufuri zuwa kasuwa,3. Taman Kasuwu ro let?ye d? zau ro zau ,,,,,,,,
food_barrier_main,food_expensive,Food prices are unusually high,4. Tsadar abinci,4. K?mbu d? zau ro zau,,,,,,,,
food_barrier_main,food_not_available_market,Food not available in the market,5.Rashin abinci a kasuwa,5. Kasuwu d?n k?mbu ba,,,,,,,,
food_barrier_main,no_distribution,Food not being distributed,6. Ba a raba abinci,6. K?mbu d? samtim ba,,,,,,,,
food_barrier_main,market_insecurity,Cannot access market due to insecurity,7. Ba mu iya zuwa kasuwa saboda rashin tsaro,7. Nz?liwo ba ye sau ro duluwu kasuwu ro let?ye ba,,,,,,,,
food_barrier_main,movement_restrictions,Cannot access market due to MOVEMENT RESTRICTIONS by armed groups,"8. Ba mu iya samun kasar noma gaba daya, saboda rashin amincewar masu gonakin",8. T?mma ro duluwu s?di bareye ba sau s?dima so d? izunu k?njo ba ye ro,,,,,,,,
food_barrier_main,no_permission_owners,Cannot access land at all to grow food because lack permission from owners,"9. Ba mu samun gonar noma, saboda fashe-fashe (Hakar ma'adanai, Tashin bomb, ds)","9. T?mma ro duluwu s?di bareye ba sau awowa kakaltin soye ro (bom cidin r?pkata so, bom ciz?nyi so, gade gaps?naa.)",,,,,,,,
food_barrier_main,explosives,Cannot access land to grow food due to presence of explosive items,10. Ba za mu iya samun gona ba saboda matsalar rashin tsaro,10. Duluwu s?di bare ro fandobe ba sau nz?liwo ba ye ro,,,,,,,,
food_barrier_main,no_access_land_insecurity,Cannot access land to grow food due to insecurity,11. Ba mu iya samun kasar gona don numa isasshen abinci,11. S?di bareye k?mbu k?z?pk? ro baret?ye d? s?t?nyi,,,,,,,,
food_barrier_main,not_enough_land,Cannot access enough land to cultivate adequate amount of food,12. Ba mu iya zuwa kasuwa saboda yawan yawaon 'yan ta''ada ko sojoji,12. Duluwu kasuwu ro let?ye ba sau karapkaa balimi-a au ask?rwaye dapt? nanka ro,,,,,,,,
food_barrier_main,97,Other,97. Wani da ban,97. Dalil gade,,,,,,,,
food_barrier_main,98,No response,98. Ba amsa,98. Jawau ba,,,,,,,,
food_barrier_main,99,Don't know,99. Ban sani ba,99. Not?nyi,,,,,,,,
,,,,,,,,,,,,
cashforfood,dont_need_support,Do not want support,1. Tallafin kudi,1. Kung?na b?l fak,,,,,,,,
cashforfood,cash,Cash based transfer ,2. Tallafin abinci,2. K?mbu k?njo men bana,,,,,,,,
cashforfood,inkind_food,Direct provision of food,3. Kudi da abincin gida,3. K?mbu k?njo-a kung?na b?l k?njo a men,,,,,,,,
cashforfood,mix_cash_inkind,Mix of cash and direct food provision,4. Yarjewa,4. Boca men,,,,,,,,
cashforfood,97,Other,97. Wani daban,97. Diwal gade men,,,,,,,,
cashforfood,98,No response,98. Ba amsa,98. Jawau ba,,,,,,,,
cashforfood,99,Don't know,99. Ban sani ba,99. Not?nyi,,,,,,,,
,,,,,,,,,,,,
safe_fuel_cook,firewood,Firewood,1. Itace,1. K?ska konnube,,,,,,,,
safe_fuel_cook,charcoal,Charcoal,2. gawayi,2. K?limi,,,,,,,,
safe_fuel_cook,kerosene,Kerosene,3. kalanzir,3. Kananz?r,,,,,,,,
safe_fuel_cook,animal_dung,Animal dung,4.  Kashin dabbobi,4. Kundolo dabbabe,,,,,,,,
safe_fuel_cook,agricultural_waste,Agricultural waste / crop residue,5. yayin gona  (Kwafsan amfanin gona),5. Kangale so (gapcuno bareye),,,,,,,,
safe_fuel_cook,gas,Gas,6. Gas,6. Gas,,,,,,,,
safe_fuel_cook,97,Other,97. Wani daban,97. Duluwu gade,,,,,,,,
safe_fuel_cook,98,No response,98. Ba amsa,98. Jawau ba,,,,,,,,
safe_fuel_cook,99,Don't know,99. Ban sani ba,99. Not?nyi,,,,,,,,
,,,,,,,,,,,,
safe_fuel_source,purchase_local,Purchase from local seller,1. Siyowa daga masu siyarwa na cikin gari,1. Na am saladinne lan yuwukin,,,,,,,,
safe_fuel_source,collect_community,Collect directly from within the community,2. Amsowa kai tsaye a cikin al'umma,2. Suro nguroye son lor?kin,,,,,,,,
safe_fuel_source,collect_outside,Collect directly from outside the community,3. Amsowa kai tsaye daga wajen garin mu,3. Na gaden lor?kin,,,,,,,,
safe_fuel_source,trade_for_fuel,Trade goods or items for fuel ,4. sayar da kayan samar da man girkin,4. Karewa lad?kin duluwu konnuye ro,,,,,,,,
safe_fuel_source,ngo,From NGO aid  / assistance,5. daga tallafin kungiyoyi NGOs,5. Bana na karapkaa napt? k?lan nza ben,,,,,,,,
safe_fuel_source,97,Other,97. Wani daban,97. Diwal gade men,,,,,,,,
safe_fuel_source,98,No response,98. Ba amsa,98. Jawau ba,,,,,,,,
safe_fuel_source,99,Don't kow,99. Ban sani ba,99. Not?nyi,,,,,,,,
,,,,,,,,,,,,
safe_fuel_protection,no_risk,No risk faced,1. Babu hadarin da muka fuskanta,1. Tajirwa so ba,,,,,,,,
safe_fuel_protection,verbal_harassment,Verbal harassment,2. aibstawa,2. Zort? ciye,,,,,,,,
safe_fuel_protection,physical_violence,Physical violence,3. Hargitsi,3. Fit?na zau g?nataa wuz?na ma,,,,,,,,
safe_fuel_protection,gbv,Sexual harassment or violence,4. Keta haddi ko hargitsi,4. N?m k?lado au fit?na kam k?nz?nat? wuz?na ma,,,,,,,,
safe_fuel_protection,kidnapping,Kidnapping,5. Garkuwa,5. Kam ndalt?,,,,,,,,
safe_fuel_protection,explosives,Explosive hazards related risk,6. Hadarin da ke da alaka da tashin bomb,6. Tajirwa awowa kakaltinne so,,,,,,,,
safe_fuel_protection,97,Other,97. Wani daban,97. awowa gade,,,,,,,,
safe_fuel_protection,98,No response,98. Ba amsa,98. Jawau ba,,,,,,,,
safe_fuel_protection,99,Don't kow,99. Ban sani ba,99. Not?nyi,,,,,,,,
,,,,,,,,,,,,
safe_get_fuel_who,adult_men,Adult men (18 - 59 years),1. Yara (kasa da shekara 12) ,1. Tadawa so (saa 12 s?diyan) ,,,,,,,,
safe_get_fuel_who,adult_women,Adult women (18 - 59 years),2. Yan mata (kasa da shekara 12) ,2. Ferowa so (saa 12 s?diyan) ,,,,,,,,
safe_get_fuel_who,adolescent_boy,Adolescent boys (12 - 17 years),3. Matasan maza  (12-17 yo),3. Tadawa cit? b?linmi so (kate saa 12-17),,,,,,,,
safe_get_fuel_who,adolescent_girl,Adolescent girls (12 - 17 years),4. Matasan mata(12-17 yo),4. Ferowa cit? b?linmi so (saa 12-17),,,,,,,,
safe_get_fuel_who,boy_child,Boys (less than 12 years),5. Manyan maza,5. Amwurawa carizana so,,,,,,,,
safe_get_fuel_who,girl_child,Girls (less than 12 years),6. Manyan mata,6. Amwurawa k?mursozana so,,,,,,,,
safe_get_fuel_who,elderly_men,Elderly (over 60 years),7. Dattawa sama da shekara 60) ,7. Rashidiya (saa 60 samin) ,,,,,,,,
safe_get_fuel_who,97,Other,97. wasu da ban,97. Am gade,,,,,,,,
,,,,,,,,,,,,
safe_coping_main,nothing,Nothing,1. Ba komai,1. Abima ma,,,,,,,,
safe_coping_main,reduce_number_meals,Reduce number of meals,2. Rage yawan abinci,2. Loktu K?mbube d? fulutin ,,,,,,,,
safe_coping_main,sell_food_rations,Selling food/rations to buy fuel,3. sayar da wani abinci domin sayen man,3. K?mbu t?lad? awo shi lan konnu futin ma tuwin,,,,,,,,
safe_coping_main,undercook,Undercooking food,4. Kin dafa abinci ya dahu,4. K?mbu bafim ba ro deta,,,,,,,,
safe_coping_main,raw_food,Eating raw food,5. Yin amfani da wasu hanyoyin (kamar kashin dabobi ds),"5. Awo konnu fut?ye gade k?ske ma (alamanna kundolo dabbaye so, awo anyi sam?nge so)",,,,,,,,
safe_coping_main,less_preferred_fuel,"Use less preferred fuel source (animal dung, etc.)",6. Cin danyen abinci,6. K?mbu det?nyi buwo,,,,,,,,
safe_coping_main,communal_cooking,Cook with other families together (communal cooking),7. Girki tare da wasu iyalan,7. Yalla gadea k?lte b?ri denyen (b?ri det? jamameumi),"I left this in, not in plan",,,,,,,
safe_coping_main,97,Other,97. Wani daban,97. Diwal gade men,,,,,,,,
safe_coping_main,98,No response,98. Ba amsa,98. Jawau ba,,,,,,,,
safe_coping_main,99,Don't know,99. Ban sani ba,99. Not?nyi,,,,,,,,
,,,,,,,,,,,,
main_income,no_income,0. No income ,0. Babu kudi ,0. Fandi so ba ,,,,,,,,
main_income,agriculture,1. Agricutlure,1. Noma,1. Bare,,,,,,,,
main_income,livestock,2. Livestock,2. Kiwo,2. S?nye,,,,,,,,
main_income,fishery,3. Fishery,3. Kiwon kifi,3. Sanya b?nyiye,,,,,,,,
main_income,trade,4. Trade,4. Kasuwanci,4. Sawur,,,,,,,,
main_income,remittance,5. Remittance (relatives send money),5. Tura kudi,5. Kam na gadeye ro kung?na zutaa (dur so ye kung?na zutaa),I took out baking if thats ok,,,,,,,
main_income,salary,6. Regular salaried employment,6. Aikin albashi,6. Alwoshi got? men,,,,,,,,
main_income,small_business,7. Small business,7. karamin aiki,7. Kasuwu s?nana men,,,,,,,,
main_income,casual_labour,8. Casual wage labour,8. Kudin kwadago,8. Cida ng?nuwu men,,,,,,,,
main_income,sell_natural_resources,"9. Selling of natural resources (charcoal, grass, firewood)","9. sayar da kaya gawayi, ciyawa, itace","9. Awowa alag?la so lado men (k?limi so, kajim so, k?ska konnube so)",,,,,,,,
main_income,begging,10. Sewing,10. Dinki,10. Kare duto men,,,,,,,,
main_income,sewing,12. Transportation,12. Sufuri,12. Awo k?mbaye men,,,,,,,,
main_income,transportation,13. Begging,Bara na kudi,13. Ngodot? men,,,,,,,,
main_income,97,97. Other,97. Wani daban,97. Diwal gade men ,,,,,,,,
main_income,98,98. NR,98. Ba amsa,98. Jawau ba,,,,,,,,
main_income,99,99. DK,99. Ban sani ba,99. Not?nyi,,,,,,,,
,,,,,,,,,,,,
cash_access,no_cash,No access to cash,1. Ba mu samun kudi,1. Kung?na b?l fando so ba,,,,,,,,
cash_access,atm,Bank withdrawal - ATM,2. cire kudi daga banki - ATM ,2. Banki men gotin - ATM ,,,,,,,,
cash_access,bank_counter,Bank withdrawal - counter,3. Cire kudi daga banki kai tsaye ,3. Banki men gotin - k?la counter ye men ,,,,,,,,
cash_access,formal_money_transfer,"Formal money transfer (money agent, Western Union)","4. aiken kudi na tsari (western union, money agent, ds","4. Kung?na zutaa men (western union so, dilalwu kung?naye so, gade gaps?naa.)",,,,,,,,
cash_access,informal_money_transfer,Informal money transfer (cash through friends or relatives),5. aiken kudin da ba a hukumance ba ,5. Diwal gade ngai banki son nguron howont?nyi ma,,,,,,,,
cash_access,mobile_money,Mobile phone money transfer,6. Aiken kudi ta hanyar wayar sadarwa,6. Waya men zutaa,,,,,,,,
cash_access,hand_to_hand,"Hand to hand (from seller, employer, other person)",7. Hannu da hannu ,7. Muko-a muko-a men ,,,,,,,,
cash_access,97,Other,97. Wani daban,97. Diwal gade men,,,,,,,,
cash_access,98,No response,98. Ba amsa,98. Jawau ba,,,,,,,,
cash_access,99,Don't know,99. Ban sani ba,99. Not?nyi,,,,,,,,
,,,,,,,,,,,,
land_access_need,no_need_land,Did NOT need to access,1. Ban da bukata,1. M?rad? fandoye so ba,,,,,,,,
land_access_need,crops,Growing crops,2. Saboda noma,2. Bare ro,,,,,,,,
land_access_need,grazing,Grazing livestock,3. Kiwo,3. S?nye ro,,,,,,,,
land_access_need,97,Other,97. Wani daban,97. Dalil gade ro,,,,,,,,
land_access_need,98,No response,98. Ba amsa,98. Jawau ba,,,,,,,,
land_access_need,99,Don't know,99. Ban sani ba,99. Not?nyi,,,,,,,,
,,,,,,,,,,,,
land_access,yes_amount_needed,"Yes, accessed amount of land needed","1. E, na samu gonar da nike bukata","1. Aa'a, s?di m?rad?ng?na d? fand?k?na",,,,,,,,
land_access,yes_not_enough,"Yes, but did not access amount of land needed","2. E, amma bata kai yadda nike bukata ba","2. Aa'a, amma s?di futu m?rad?ng?na yeyi ro fand?k?nyi",,,,,,,,
land_access,no,"No, did not access any land",3.a'a ban samu gona ba,"3. A'aa, s?di jilifi ma fand?k?nyi",,,,,,,,
,,,,,,,,,,,,
land_barrier_main,no_barrier,No barriers,1. Babu,1. Ndaso ma ba,,,,,,,,
land_barrier_main,explosives,Presence of explosive items,"1. Fashewar abubuwa (hakar ma'adinai, tashin bom ds)","1. Awowa kakaltin so mbeji (bom s?din r?pkata so, bom ciz?nyi so, gade gaps?naa.)",,,,,,,,
land_barrier_main,land_taken,Someone else has taken the land,2. Wani ya amshe gonar,2. Kam laaye s?di d? k?lan nz? ro s?rkand?g?na,,,,,,,,
land_barrier_main,unsafe,It is not safe to farm there / insecurity,3. Iakwai hadarin yin noma a gonar/rashin tsaro,3. Na d?n bare d? nz?liwo ba nanka ro,,,,,,,,
land_barrier_main,charges_high,Charges from land owners too expensive,4.Mai gonar ya sa kudi da yawa,4. S?di ag?rit? d? zau ro zau,,,,,,,,
land_barrier_main,97,Other,97. Wani daban,97. dalil gade,,,,,,,,
land_barrier_main,98,No response,98. Ba amsa,98. Jawau ba,,,,,,,,
land_barrier_main,99,Don't know,99. Ban sani ba,99. Not?nyi,,,,,,,,
,,,,,,,,,,,,
agric_inputs,yes_enough,"Yes, accessed amount of seeds and other agric inputs needed",1. E na samu iri da kayan aikin gonar da nike bukata,"1. Aa'a, kus?nyi nattobe -a awowa lamar bareye-a fand?yena ngubu ro ",,,,,,,,
agric_inputs,yes_not_enough,"Yes, but didn't access amount of seeds and other agric inputs needed","2. Eh na samu, amma ba su kai yadda nike bukata ba",2. Aa'a do ngubu ro fand?k?nyi kus?nyi nattobe so awo gade bare wuz?na so,,,,,,,,
agric_inputs,no_access,"
No, did not access any",3. a'a ban samu ba,"3. A'aa, ndaso ma fand?k?nyi",,,,,,,,
,,,,,,,,,,,,
agric_inputs_barrier,no_barrier,No barriers,1. rashin su a kasuwa,1. Kasuwun ganat? nanka ro,,,,,,,,
agric_inputs_barrier,not_available_market,Lack of availability in the market,2. Tsadar su,2. Kus?nyi nattobe-a karewa bareye-a zau nanka ro,,,,,,,,
agric_inputs_barrier,high_cost,High cost of seeds and other agric inputs,"3, Ba wata matsala","3, Kaz?yi so ba",,,,,,,,
agric_inputs_barrier,97,Other,97. Wani daban,97. Dalil gade,,,,,,,,
agric_inputs_barrier,98,No response,98. Ba amsa,98. Jawau ba,,,,,,,,
agric_inputs_barrier,99,Don't know,99. Ban sani ba,99. Not?nyi,,,,,,,,
,,,,,,,,,,,,
livelihoods_coping,yes,"Yes, did it in past 30 days",1. E,1. Aa'a,,,,,,,,
livelihoods_coping,no,"No, did not do it in past 30 days",2. a'a,2. A'aa,,,,,,,,
livelihoods_coping,exhausted,Already done before and could not do it again,3. na riga na yi wannan kuma ba zan sake ba                          ,"3. Ngawon caman t?d?na, walt? t?dim ba",,,,,,,,
,,,,,,,,,,,,
cashforlivelihoods,inkind,"Given items directly (in-kind distribution of livelihoods assets, agricultural assets, etc.)","1. Tallafin kai tsaye (Taimakon kayan rayuwar yau da kullum, kayan noma, ds.)","1. Bana awo laa man (awowa k?ngantiye samt? men, karewa bareye samt? men, gade gaps?naa)",,,,,,,,
cashforlivelihoods,cash,Receive cash directly,2. Samun kudi kai tsaye,2. Kung?na b?l fando men,,,,,,,,
cashforlivelihoods,mobile_cash,Receive mobile cash / credit,3.Samun kudi ta waya/kudin kira,3. Kunga?na diwal gade men zutaa men,,,,,,,,
cashforlivelihoods,cash_vouchers,Cash vouchers to exchange for goods,4. kudin da za a iya sauyen su da kayan amfani,4. Boca kung?naye k?mbu lan faltin ma men,,,,,,,,
cashforlivelihoods,training_vocation,Provision of vocational trainings,5. Samar da horon koyon sana'o'i ,5. Sanya yik?lio men,,,,,,,,
cashforlivelihoods,dont_want_any,Don't want any income support,6. Ba mu ukatar wani taimakon kudi,6. Bana diwal fandiye ndasoye ma ra'ak?nyi,,,,,,,,
cashforlivelihoods,97,Other,97. Wani daban,97. Diwal gade,,,,,,,,
cashforlivelihoods,98,No response,98. Ba amsa,98. Jawau ba,,,,,,,,
cashforlivelihoods,99,Don't know,99. Ban sani ba,99. Not?nyi,,,,,,,,
,,,,,,,,,,,,
trash_disposal,waste_mgmt_committe,"Dedicated site or public trash bins, collected by waste management committee",1. Wuraren zuba shara da kwamitin kwasar shara ke kwashewa,"1. Suro ng?bdola ben g?btin, kuru komiti lor?m cistaaye d? solorin",,,,,,,,
trash_disposal,public_authorities,"Dedicated site or public trash bins, collected by public authorities",2. Zubarwa a wuraren da hukumomin gwamnati ke kwashewa,"2. Suro ng?bdola ben g?btiya, cidawuye solorin",,,,,,,,
trash_disposal,open_not_collected,"Trash left in open area, not collected",3. Zubarwa a filin da ba a kwashewa,"3. Na farak lan g?btin, t?lorim ba",,,,,,,,
trash_disposal,dedicated_area_not_collected,"Trash left in a dedicated area, not collected",4. Zubarwa a wani wuri kebantacce da ba a kwashewa,"4. Na laa taganasben g?btin, t?lorim ba",,,,,,,,
trash_disposal,community_pit,Trash left in community pit,5. Zubarwa a cikin kangaye,5. Ng?bdola d? suro b?laaye ro kolt?yin,,,,,,,,
trash_disposal,buried_at_home,Garbage BURIED at home,6. Muna rufe shara a gida,6. Kadawu so d? suro fatoyen r?ptin,,,,,,,,
trash_disposal,burned_at_home,Garbage BURNED at home,7. A gida muke kona ta,7. Ng?bdola d? faton wartin,,,,,,,,
trash_disposal,latrines_area,In or near latrines,"8. Ciki, ko kusa da makewayi",8. Suro ngawudi yen au batku ngawudiyen,,,,,,,,
trash_disposal,drainage_area,In or near drainage,9. Ciki ko kusa da magudanar ruwa,9. Suro bololoyen au batku bololo yen,,,,,,,,
trash_disposal,97,Other,97. Wani daban,97. Na gaden,,,,,,,,
trash_disposal,98,No response,98. Ba amsa,98. Jawau ba,,,,,,,,
trash_disposal,99,Don't know,99. Ban sani ba,99. Not?nyi,,,,,,,,
,,,,,,,,,,,,
access_gov,yes_both,"Yes, both within 2km","1. E, dukan su a cikin kilomita 2","1. Aa'a, suro kilomita 2 yen",,,,,,,,
access_gov,police_yes,Only police station within 2km,2. Ofishin 'yan sanda ne kadai a cikin kilomita 2,2. Folis teshon d? ma bas suro kilomita 2 yen,,,,,,,,
access_gov,gov_yes,Only a local government building within 2km,3. Ofishin karamar hukuma ne kadai cikin kilomita 2,3. Cidawu hukumaana ye d? ma bas suro kilomita 2,,,,,,,,
access_gov,both_more_2km,"No, both more than 2km away",4. a'a dukan sun suna da nisan sama da kilomita 2,"4. A'aa, ndiso kilomita 2 koz?na",,,,,,,,
access_gov,98,No response,98. Ba amsa,98. Jawau ba ,,,,,,,,
access_gov,99,Don't know,99. Ban sani ba,99. Not?nyi,,,,,,,,
,,,,,,,,,,,,
illness,fever,Fever,1. Zazzabi,1. Kange ,,,,,,,,
illness,cough,Cough,2. Mura,2. Kasau ,,,,,,,,
illness,diarrhea,Diarrhea,3. Gudawa ,3. Sidada ,,,,,,,,
illness,skin_infection,Skin infection,4. Cutar fata,4. Kwasa katig?be ,,,,,,,,
illness,eye_infections,Eye infection/problem,5. Ciwon ido,5. Shimzau ,,,,,,,,
illness,dizziness,Dizziness,6. Mutuwar jiki,6. K?lad?ri ,,,,,,,,
illness,vomiting,Vomiting,7. Amai,7. Fita  ,,,,,,,,
illness,injury,Injury,8. Rauni,8. Zau fant? ,,,,,,,,
illness,headache,Persisting headache,9. Yawan ciwon kai,9. K?las?r?n gojinba ,,,,,,,,
illness,stomach,Stomach pains,10. Ciwon ciki,10. Surozau ,,,,,,,,
illness,heart,Heart problems,11. Ciwon zuciya,11. Kwasa kar?g?be ,,,,,,,,
illness,tooth,Tooth aches,12. Ciwon hakori,12 Kuli kuruwube ,,,,,,,,
illness,malaria,Malaria,13. Malaria,13. Kange(malaria) ,,,,,,,,
illness,measles,Measles,14. kyanda,14. Timin?m ,,,,,,,,
illness,cholera,Cholera,15. Amai da gudawa,15. kolera ,,,,,,,,
illness,sti,Sexually transmitted infection,16. cutar da ake dauka ta hanyar jima'i,16. Kwasa jimayibe ,,,,,,,,
illness,mental_illness,Mental illness symptoms,17. alamun tabin hankali,17. Alamawa n?mzolibe ,,,,,,,,
illness,97,Other,97. wasu daban,97 Gade ,,,,,,,,
illness,98,No response,98. Ba amsa,98 Z?awu ba ,,,,,,,,
illness,99,Don't know,99. Ban sani ba,99 Nong?yi,,,,,,,,
,,,,,,,,,,,,
cause_death,natural,Natural death (old age),Mutuwa ta Allah,Abi dalil bat?d?be wo?,,,,,,,,
cause_death,conflict,Conflict-related death,Sanadin tarzoma,Bat? alag?la,,,,,,,,
cause_death,accident,Accident,Hatsari,Fit?na laa men,,,,,,,,
cause_death,disease,Disease,Cuta,Tajirwa (motaben),,,,,,,,
cause_death,97,Other,Wani daban,Kwasa men,,,,,,,,
cause_death,98,No response,Ba amsa,Diwal gade men,,,,,,,,
cause_death,99,Don't know,Ban sani ba,Jawau ba,,,,,,,,
,,,,Not?nyi,,,,,,,,
treatment,wouldnt_seek,Would not seek treatment in a health facility,1. Ba mu neman  magani a wata cibiyar lafiya,1.Kurwunro liittariro lenginba ,,,,,,,,
treatment,hospital,Hospital,2. Asibiti,2. Liitari ,,,,,,,,
treatment,phc,PHC,3. PHC,3. liitari gana (PHC) ,,,,,,,,
treatment,mobile_clinic,Mobile / outreach clinic,4. Asibitin sha ka tafi,4. Liitari fomjin ,,,,,,,,
treatment,outreach_worker,Village outreach worker,5. Jami'in lafiya na karkara,5. Cidama b?la deyabe Liita napt? k?lanz?be ,,,,,,,,
treatment,private_doctor,Private doctor,6. Likita mai zaman kan sa,6. Liita napt? k?lanz?be,,,,,,,,
treatment,shop_seller,Patent medicine store / Chemist,7. Shagon mai saida magani,7.Cemisi ,,,,,,,,
treatment,traditional_practicioner,Traditional practitioner,8. Mai maganin gargajiya,8. Kurwunma ,,,,,,,,
treatment,pharmacy_dispensary,Pharmacy / Dispensary,9. Dakin shan magani,9.Liitari gana ,,,,,,,,
treatment,97,Other,97. Wani wurin,97 Gade ,,,,,,,,
treatment,98,No response,98. Ba amsa,98 Z?awu ba ,,,,,,,,
treatment,99,Don't know,99. Ban sani ba,99 Nong?y,,,,,,,,
,,,,,,,,,,,,
hf_distance,less_2km,Less than 2km,1. cikin kilomita 2,1. Suro kilomita 2-yen.  ,,,,,,,,
hf_distance,2_5km,Within 2-5km,2. Cikin kilomita 2 da rabi,2. Suro kilomita 2-5-ro sad?na ,,,,,,,,
hf_distance,more_than_5km,More than 5km,3. Sama da kilomita 5,3. kilomita 5-ga koz?na ,,,,,,,,
hf_distance,98,No response,98. Ba amsa,98 Z?awu ba ,,,,,,,,
hf_distance,99,Don't know,99. Ban sani ba,99 Nong?yi,,,,,,,,
,,,,,,,,,,,,
healthfacility,hospital,Hospital (public or private),1. Asibiti (Na gwamnati ko na kudi),1. Liitari (gumnatibe au napt? k?lanz?yet ,,,,,,,,
healthfacility,phc,PHC,2. PHC,2. lLitari gana (PHC) ,,,,,,,,
healthfacility,mobile_clinic,Mobile / outreach clinic,3. Asibitin sha ka tafi,3. Liitari fomjin ,,,,,,,,
