list_name,name,label,label::Hausa,state,LGA,Ward
clusters,yerima_lawan, YERIMA LAWAN , YERIMA LAWAN ,,,asheikri_1
clusters,ali_mai,ALI MAI,ALI MAI,,,asheikri_1
clusters,b_bukar_bade,B bukar bade,B bukar bade,,,asheikri_1
clusters,bature_awngo,Bature awngo,Bature awngo,,,asheikri_1
clusters,costom_area,Costom Area,Costom Area,,,asheikri_1
clusters,gadina,Gadina,Gadina,,,asheikri_1
clusters,kukawa_kura,Kukawa kura,Kukawa kura,,,asheikri_1
clusters,layin_kogi,Layin kogi,Layin kogi,,,asheikri_1
clusters,mustapha_massenger,Mustapha Massenger,Mustapha Massenger,,,asheikri_1
clusters,yalemarigana,Yalemarigana,Yalemarigana,,,asheikri_1
clusters,goni_ummara, GONI UMMARA , GONI UMMARA ,,,asheikri_2
clusters,kolombiya, KOLOMBIYA , KOLOMBIYA ,,,asheikri_2
clusters,kyari_abba, KYARI ABBA , KYARI ABBA ,,,asheikri_2
clusters,lamban_kabo, LAMBAN KABO , LAMBAN KABO ,,,asheikri_2
clusters,mustapha_kulami, MUSTAPHA KULAMI , MUSTAPHA KULAMI ,,,asheikri_2
clusters,ngari_ibrahim, NGARI IBRAHIM , NGARI IBRAHIM ,,,asheikri_2
clusters,fulatari_ingine,FULATARI INGINE,FULATARI INGINE,,,asheikri_2
clusters,fulatari_mosque,FULATARI MOSQUE,FULATARI MOSQUE,,,asheikri_2
clusters,goni_mamma,GONI MAMMA,GONI MAMMA,,,asheikri_2
clusters,lawan_kyari,LAWAN KYARI,LAWAN KYARI,,,asheikri_2
clusters,majema,MAJEMA,MAJEMA,,,asheikri_2
clusters,mala_usman,MALA USMAN,MALA USMAN,,,asheikri_2
clusters,anguwan_bulama_saidu, Anguwan Bulama Saidu , Anguwan Bulama Saidu ,,,askira_east
clusters,ardo_gasau_kuffa, Ardo Gasau Kuffa , Ardo Gasau Kuffa ,,,askira_east
clusters,colvet,Colvet ,Colvet ,,,askira_east
clusters,kilawafi_bulama_peter,Kilawafi Bulama Peter,Kilawafi Bulama Peter,,,askira_east
clusters,paya_dakil,Paya Dakil,Paya Dakil,,,askira_east
clusters,wuyahu,Wuyahu,Wuyahu,,,askira_east
clusters,777_two_bedroom_site_c,777 Two Bedroom Site C,777 Two Bedroom Site C,,,auno
clusters,ali_anthony,Ali Anthony,Ali Anthony,,,auno
clusters,bulama_aisami_sani_crack,Bulama Aisami Sani Crack,Bulama Aisami Sani Crack,,,auno
clusters,gambori,GAMBORI,GAMBORI,,,auno
clusters,bulama_bulau_kudu,BULAMA BULAU KUDU,BULAMA BULAU KUDU,,,babangida
clusters,bulama_hammadu_goni,BULAMA HAMMADU GONI,BULAMA HAMMADU GONI,,,babangida
clusters,bulama_manu_dayyiba,BULAMA MANU DAYYIBA,BULAMA MANU DAYYIBA,,,babangida
clusters,danewa_abbagana,DANEWA ABBAGANA,DANEWA ABBAGANA,,,babangida
clusters,danewa_b_ari,DANEWA B ARI,DANEWA B ARI,,,babangida
clusters,alhaji_moduri,Alhaji Moduri,Alhaji Moduri,,,baga
clusters,budumari_central_mosque,Budumari Central Mosque,Budumari Central Mosque,,,baga
clusters,bulama_ali_kolo,Bulama Ali Kolo,Bulama Ali Kolo,,,baga
clusters,bulama_fannami,Bulama Fannami,Bulama Fannami,,,baga
clusters,bulama_ibrahim,Bulama Ibrahim,Bulama Ibrahim,,,baga
clusters,bulama_jalo,Bulama Jalo,Bulama Jalo,,,baga
clusters,lawanti,LAWANTI,LAWANTI,,,baga
clusters,lawanti_south,Lawanti South,Lawanti South,,,baga
clusters,market_area,Market Area,Market Area,,,baga
clusters,transformer,Transformer,Transformer,,,baga
clusters,tsofon_kasuwa,Tsofon Kasuwa,Tsofon Kasuwa,,,baga
clusters,ha_19,HA_19,HA_19,,,bajama
clusters,bai,Bai,Bai,,,bakari_goso
clusters,demgba,Demgba,Demgba,,,bakari_goso
clusters,ha_1,HA_1,HA_1,,,bakari_goso
clusters,ha_12,HA_12,HA_12,,,bakari_goso
clusters,karandand_jabbe,Karandand Jabbe,Karandand Jabbe,,,bakari_goso
clusters,gawoje,Gawoje,Gawoje,,,bakta
clusters,baushe_sule,Baushe Sule,Baushe Sule,,,balbaya
clusters,garin_baka,Garin Baka,Garin Baka,,,balbaya
clusters,ha_5,HA_5,HA_5,,,bangshika
clusters,ha_7,HA_7,HA_7,,,bangshika
clusters,gala_boggoma, gala boggoma , gala boggoma ,,,bara
clusters,gala_dala,gala dala,gala dala,,,bara
clusters,galadala,GALA DALA,GALA DALA,,,bara
clusters,ha_15,HA_15,HA_15,,,bare
clusters,ha_5,HA_5,HA_5,,,bare
clusters,ha_7,HA_7,HA_7,,,bare
clusters,ha_9,HA_9,HA_9,,,bare
clusters,anguwan_dutse,Anguwan Dutse,Anguwan Dutse,,,bargu
clusters,chakamindari,Chakamindari,Chakamindari,,,bargu
clusters,choka_bebeji,Choka Bebeji,Choka Bebeji,,,bargu
clusters,gunduri_bura,Gunduri Bura,Gunduri Bura,,,bargu
clusters,jauro_mati,Jauro Mati,Jauro Mati,,,bargu
clusters,anguwan_bagale,ANGUWAN BAGALE,ANGUWAN BAGALE,,,bayamari
clusters,damaya_lawanti,DAMAYA LAWANTI,DAMAYA LAWANTI,,,bayamari
clusters,ghumtika_kasa,Ghumtika Kasa,Ghumtika Kasa,,,bazza_margi
clusters,metile,Metile,Metile,,,bazza_margi
clusters,nyagawa,Nyagawa,Nyagawa,,,bazza_margi
clusters,ajari,Ajari,Ajari,,,benisheikh
clusters,ajari_south,Ajari South,Ajari South,,,benisheikh
clusters,bulabulin,Bulabulin,Bulabulin,,,benisheikh
clusters,goni_balumi,Goni Balumi,Goni Balumi,,,benisheikh
clusters,gss_benisheikh,Gss Benisheikh,Gss Benisheikh,,,benisheikh
clusters,kachalla_mustapha,Kachalla Mustapha,Kachalla Mustapha,,,benisheikh
clusters,late_kosollo,Late Kosollo,Late Kosollo,,,benisheikh
clusters,lawanti_kura,Lawanti Kura,Lawanti Kura,,,benisheikh
clusters,low_cost_sdp,LOW COST / SDP,LOW COST / SDP,,,benisheikh
clusters,magistrate,MAGISTRATE,MAGISTRATE,,,benisheikh
clusters,wassaramti,Wassaramti,Wassaramti,,,benisheikh
clusters,anguwar_gwamna,Anguwar Gwamna,Anguwar Gwamna,,,beti
clusters,anguwar_jauro_tanne,Anguwar Jauro Tanne,Anguwar Jauro Tanne,,,beti
clusters,giere,Giere,Giere,,,beti
clusters,ha_5,HA_5,HA_5,,,beti
clusters,parda_alajire,Parda Alajire,Parda Alajire,,,beti
clusters,wuro_birigi_fulani,wuro Birigi Fulani,wuro Birigi Fulani,,,beti
clusters,bakin_kasuwa,Bakin Kasuwa,Bakin Kasuwa,,,betso
clusters,giwagar,Giwagar,Giwagar,,,betso
clusters,ha_12,HA_12,HA_12,,,betso
clusters,ha_5,HA_5,HA_5,,,betso
clusters,hosere_tumbal,Hosere Tumbal,Hosere Tumbal,,,betso
clusters,kaya,Kaya,Kaya,,,betso
clusters,kwa,Kwa,Kwa,,,betso
clusters,fika,Fika,Fika,,,bila_gusi
clusters,gadamayo,Gadamayo,Gadamayo,,,bila_gusi
clusters,kutiki,Kutiki,Kutiki,,,bila_gusi
clusters,kwadlang_bulama_audu,Kwadlang Bulama Audu,Kwadlang Bulama Audu,,,bila_gusi
clusters,tela_hassan,Tela Hassan,Tela Hassan,,,bila_gusi
clusters,zara_kulthi,Zara Kulthi,Zara Kulthi,,,bila_gusi
clusters,garin_jarma,GARIN JARMA,GARIN JARMA,,,bilal_jawa
clusters,lakkar_yamma,LAKKAR YAMMA,LAKKAR YAMMA,,,bilal_jawa
clusters,ngeledu_west,NGELEDU WEST,NGELEDU WEST,,,bilal_jawa
clusters,ghuma, GHUMA , GHUMA ,,,bilingwi
clusters,azare_tasha,Azare Tasha,Azare Tasha,,,bilingwi
clusters,dikiki_mai_anguwa_haruna_dan_baki,Dikiki Mai Anguwa Haruna Dan Baki,Dikiki Mai Anguwa Haruna Dan Baki,,,bilingwi
clusters,galamafor_mai_anguwan_hamidu_toro,Galamafor Mai Anguwan Hamidu Toro,Galamafor Mai Anguwan Hamidu Toro,,,bilingwi
clusters,ha_16,HA_16,HA_16,,,bille
clusters,ha_24,HA_24,HA_24,,,bille
clusters,ha_8,HA_8,HA_8,,,bille
clusters,kosel_ladde,Kosel Ladde,Kosel Ladde,,,bille
clusters,njali,Njali,Njali,,,bille
clusters,shidang,Shidang,Shidang,,,bille
clusters,ha_43,HA_43,HA_43,,,binyeri
clusters,laja,Laja,Laja,,,binyeri
clusters,bingabiriri,BINGA BIRIRI,BINGA BIRIRI,,,biriri
clusters,ganagamari,GANAGAMARI,GANAGAMARI,,,biriri
clusters,tsan_batoyi,TSAN BATOYI,TSAN BATOYI,,,biriri
clusters,ha_6,HA_6,HA_6,,,bobini
clusters,kuri,Kuri,Kuri,,,bobini
clusters,zagiyel,Zagiyel,Zagiyel,,,bobini
clusters,ha_6,HA_6,HA_6,,,bodeno
clusters,buba_tiyaro,Buba Tiyaro,Buba Tiyaro,,,bodwai
clusters,ha_16,HA_16,HA_16,,,bodwai
clusters,ha_21,HA_21,HA_21,,,bodwai
clusters,ha_3,HA_3,HA_3,,,bodwai
clusters,ha_38,HA_38,HA_38,,,bodwai
clusters,ha_39,HA_39,HA_39,,,bodwai
clusters,ruhun_lala,Ruhun Lala,Ruhun Lala,,,bodwai
clusters,tanda,Tanda,Tanda,,,bodwai
clusters,ha_20, HA_20 , HA_20 ,,,boga
clusters,bidel,Bidel,Bidel,,,boga
clusters,gada,Gada,Gada,,,boga
clusters,ha_19,HA_19,HA_19,,,boga
clusters,ha_21,HA_21,HA_21,,,bole_yolde_pate
clusters,ha_31,HA_31,HA_31,,,bole_yolde_pate
clusters,ha_33,HA_33,HA_33,,,bole_yolde_pate
clusters,ha_37,HA_37,HA_37,,,bole_yolde_pate
clusters,ha_42,HA_42,HA_42,,,bole_yolde_pate
clusters,varere,Varere,Varere,,,bole_yolde_pate
clusters,alh_adamu_b_rijiya,Alh. Adamu B. Rijiya,Alh. Adamu B. Rijiya,,,bolewa_a
clusters,alh_adamu_kwari,Alh. Adamu Kwari,Alh. Adamu Kwari,,,bolewa_a
clusters,ang_zakare_3,Ang. Zakare 3,Ang. Zakare 3,,,bolewa_a
clusters,hakimi_shuaibu_2,Hakimi Shuaibu 2,Hakimi Shuaibu 2,,,bolewa_a
clusters,jamma_1,Jamma 1,Jamma 1,,,bolewa_a
clusters,lamba_ibrahim,Lamba Ibrahim,Lamba Ibrahim,,,bolewa_a
clusters,lamba_sule_2,Lamba Sule 2,Lamba Sule 2,,,bolewa_a
clusters,mai_anguwa_galadima,Mai Anguwa Galadima,Mai Anguwa Galadima,,,bolewa_a
clusters,shuwari, SHUWARI , SHUWARI ,,,bolori_i
clusters,concord_hotel,Concord Hotel,Concord Hotel,,,bolori_i
clusters,fonki_hotel,Fonki Hotel,Fonki Hotel,,,bolori_i
clusters,telari_layin_gidan_biredi,Telari Layin Gidan Biredi,Telari Layin Gidan Biredi,,,bolori_i
clusters,assarudeen,Assarudeen,Assarudeen,,,bolori_ii
clusters,ganaran_kankona,Ganaran Kankona,Ganaran Kankona,,,bolori_ii
clusters,goni_damgari_news_badairi,Goni Damgari News Badairi,Goni Damgari News Badairi,,,bolori_ii
clusters,ngrannam_primary_school,Ngrannam Primary School,Ngrannam Primary School,,,bolori_ii
clusters,njibunee,Njibunee,Njibunee,,,bolori_ii
clusters,opposite_kanti_goma_sha_biyu,Opposite Kanti Goma Sha Biyu,Opposite Kanti Goma Sha Biyu,,,bolori_ii
clusters,opposite_texaco_area,Opposite TEXACO Area,Opposite TEXACO Area,,,bolori_ii
clusters,ngelkol,Ngelkol,Ngelkol,,,borno_kiji
clusters,borrong_a, BORRONG A , BORRONG A ,,,borrong
clusters,angowan_hakimi_maina,Angowan Hakimi Maina,Angowan Hakimi Maina,,,briyel
clusters,chekile,Chekile,Chekile,,,briyel
clusters,tashan_itace_babale,Tashan Itace Babale,Tashan Itace Babale,,,briyel
clusters,gurbana,Gurbana,Gurbana,,,buduwa
clusters,lamido_gari,Lamido Gari,Lamido Gari,,,buduwa
clusters,abatcha_umar, Abatcha Umar , Abatcha Umar ,,,bulabulin
clusters,benishekh_street, Benishekh Street , Benishekh Street ,,,bulabulin
clusters,bulaburin, BULABURIN , BULABURIN ,,,bulabulin
clusters,layin_dankuturu, Layin Dankuturu , Layin Dankuturu ,,,bulabulin
clusters,lungun_zubaram, Lungun Zubaram , Lungun Zubaram ,,,bulabulin
clusters,anguwan_mohammed_amtake,Anguwan Mohammed Amtake,Anguwan Mohammed Amtake,,,bulabulin
clusters,bulabulin,BULABULIN,BULABULIN,,,bulabulin
clusters,kulo_gumna,Kulo Gumna,Kulo Gumna,,,bulabulin
clusters,makara_huta,MAKARA HUTA,MAKARA HUTA,,,bulabulin
clusters,tudun_yandarai,TUDUN YANDARA I,TUDUN YANDARA I,,,bulabulin
clusters,tudun_yandara_ii,TUDUN YANDARA II,TUDUN YANDARA II,,,bulabulin
clusters,wakane,WAKANE,WAKANE,,,bulabulin
clusters,mai_anguwa_tata, mai anguwa tata , mai anguwa tata ,,,bularafa
clusters,mai_anguwa_yasidi, mai anguwa yasidi , mai anguwa yasidi ,,,bularafa
clusters,fulatari_mallam_manga,FULATARI MALLAM MANGA,FULATARI MALLAM MANGA,,,bulatura
clusters,ingikimewa_kondo,INGIKIMEWA KONDO,INGIKIMEWA KONDO,,,bulatura
clusters,ngererewa_b,NGEREREWA B,NGEREREWA B,,,bulatura
clusters,bulamari,BULAMARI,BULAMARI,,,bumsa
clusters,gargari_sabuwa,GARGARI SABUWA,GARGARI SABUWA,,,bumsa
clusters,gomari,GOMARI,GOMARI,,,buni_yadi
clusters,kasatchia,KASATCHIA,KASATCHIA,,,buni_yadi
clusters,kasatchia_gana_1,Kasatchia Gana 1,Kasatchia Gana 1,,,buni_yadi
clusters,kasatchia_gana_2,Kasatchia Gana 2,Kasatchia Gana 2,,,buni_yadi
clusters,shuwari,SHUWARI,SHUWARI,,,buni_yadi
clusters,zazzagawa_1,Zazzagawa 1,Zazzagawa 1,,,buni_yadi
clusters,zazzagawa_2,Zazzagawa 2,Zazzagawa 2,,,buni_yadi
clusters,ha_16,HA_16,HA_16,,,bwalki
clusters,ha_17,HA_17,HA_17,,,bwalki
clusters,ha_31,HA_31,HA_31,,,bwalki
clusters,lagos,Lagos,Lagos,,,bwalki
clusters,nzumosu_nyah,Nzumosu Nyah,Nzumosu Nyah,,,bwalki
clusters,wurovessi,Wurovessi,Wurovessi,,,bwalki
clusters,yau_gurgu,Yau Gurgu,Yau Gurgu,,,bwalki
clusters,ha_6,HA_6,HA_6,,,chikila
clusters,lakathili,Lakathili,Lakathili,,,chikila
clusters,ssa_4,SSA_4,SSA_4,,,chikila
clusters,ssa_9,SSA_9,SSA_9,,,chikila
clusters,unguwan_chure,Unguwan Chure,Unguwan Chure,,,chikila
clusters,lariski_fulani,LARISKI FULANI,LARISKI FULANI,,,chilariye
clusters,farin_dutse,FARIN DUTSE,FARIN DUTSE,,,chukuriya
clusters,shuwari,Shuwari,Shuwari,,,dadingel
clusters,dagona, DAGONA , DAGONA ,,,dagona
clusters,musari, MUSARI , MUSARI ,,,dagona
clusters,dakri_alhaji,Dakri Alhaji,Dakri Alhaji,,,dakri
clusters,ha_8,HA_8,HA_8,,,dakri
clusters,ha_13,HA_13,HA_13,,,daksiri
clusters,ha_2,HA_2,HA_2,,,daksiri
clusters,sullubawa,Sullubawa,Sullubawa,,,daksiri
clusters,sabon_gari,SABON GARI,SABON GARI,,,damagum_a
clusters,gaab_tasha,Gaab Tasha,Gaab Tasha,,,damagum_b
clusters,gaba_mallam_idi,Gaba Mallam idi,Gaba Mallam idi,,,damagum_b
clusters,baban_dodo, Baban Dodo , Baban Dodo ,,,damasak
clusters,bullo_kiji, Bullo Kiji , Bullo Kiji ,,,damasak
clusters,damasak_food_distribution_site, Damasak Food Distribution Site , Damasak Food Distribution Site ,,,damasak
clusters,goni_abba, Goni Abba , Goni Abba ,,,damasak
clusters,mallam_tawu, Mallam Tawu , Mallam Tawu ,,,damasak
clusters,alhaji_mustapha_kime,Alhaji Mustapha Kime,Alhaji Mustapha Kime,,,damasak
clusters,alhaji_sangiru,Alhaji Sangiru,Alhaji Sangiru,,,damasak
clusters,alhaji_shaiyima,Alhaji Shaiyima,Alhaji Shaiyima,,,damasak
clusters,alishayimari_road,Alishayimari Road,Alishayimari Road,,,damasak
clusters,bulama_gashi,Bulama Gashi,Bulama Gashi,,,damasak
clusters,fulatari,Fulatari,Fulatari,,,damasak
clusters,goni_abdalla,Goni Abdalla,Goni Abdalla,,,damasak
clusters,government_secondary_school_damasak,Government Secondary School Damasak,Government Secondary School Damasak,,,damasak
clusters,lawanti,LAWANTI,LAWANTI,,,damasak
clusters,lawanti_primary_school_damasak,Lawanti Primary School Damasak,Lawanti Primary School Damasak,,,damasak
clusters,mallam_hudu,Mallam Hudu,Mallam Hudu,,,damasak
clusters,mallam_magaji_wojare,Mallam Magaji Wojare,Mallam Magaji Wojare,,,damasak
clusters,market_area_damasak,Market Area Damasak,Market Area Damasak,,,damasak
clusters,morti_damasak,Morti Damasak,Morti Damasak,,,damasak
clusters,zanna_getos,Zanna Getos,Zanna Getos,,,damasak
clusters,falkemari_area,Falkemari Area,Falkemari Area,,,damaturu_central
clusters,kachallari_area,Kachallari Area,Kachallari Area,,,damaturu_central
clusters,mallam_matari_lawan,Mallam Matari Lawan,Mallam Matari Lawan,,,damaturu_central
clusters,shemri_area,Shemri Area,Shemri Area,,,damaturu_central
clusters,abbachari_marari,Abbachari Marari,Abbachari Marari,,,damboa_central
clusters,abori,ABORI,ABORI,,,damboa_central
clusters,alhaji_bukar_ngurwa,Alhaji Bukar Ngurwa,Alhaji Bukar Ngurwa,,,damboa_central
clusters,awachari_bulama_modu,Awachari Bulama Modu,Awachari Bulama Modu,,,damboa_central
clusters,bula_bukarti,Bula Bukarti,Bula Bukarti,,,damboa_central
clusters,bulama_kunduli,Bulama Kunduli,Bulama Kunduli,,,damboa_central
clusters,bulama_mustapha_banki_b,Bulama Mustapha Banki B,Bulama Mustapha Banki B,,,damboa_central
clusters,general_hospital_damboa,GENERAL HOSPITAL DAMBOA,GENERAL HOSPITAL DAMBOA,,,damboa_central
clusters,general_hospital_quaters,General Hospital Quaters,General Hospital Quaters,,,damboa_central
clusters,hausari,Hausari,Hausari,,,damboa_central
clusters,kukuruk,Kukuruk,Kukuruk,,,damboa_central
clusters,kwata_bulama_modu_bukar,Kwata Bulama Modu Bukar,Kwata Bulama Modu Bukar,,,damboa_central
clusters,shuwari_bulama_abbu,Shuwari Bulama Abbu,Shuwari Bulama Abbu,,,damboa_central
clusters,veterinary_quarter,Veterinary Quarter,Veterinary Quarter,,,damboa_central
clusters,damnawa_alh_dauda,DAMNAWA ALH. DAUDA,DAMNAWA ALH. DAUDA,,,juluri_damnawa
clusters,gamsa_tsangaya_m_hassan,GAMSA TSANGAYA M. HASSAN,GAMSA TSANGAYA M. HASSAN,,,juluri_damnawa
clusters,juluri_hausari,JULURI HAUSARI,JULURI HAUSARI,,,juluri_damnawa
clusters,juluri_pawari,JULURI PAWARI,JULURI PAWARI,,,juluri_damnawa
clusters,ha_13,HA_13,HA_13,,,danaba
clusters,ha_18,HA_18,HA_18,,,danaba
clusters,ha_31,HA_31,HA_31,,,danaba
clusters,ha_47,HA_47,HA_47,,,danaba
clusters,jakolam,JAKOLAM,JAKOLAM,,,danani
clusters,sabon_layi,Sabon layi,Sabon layi,,,langawa_darin
clusters,balili,BALILI,BALILI,,,dawasa
clusters,katsalle,KATSALLE,KATSALLE,,,dawasa
clusters,kumenis,KUMENIS,KUMENIS,,,dawasa
clusters,tsangayan_audu,TSANGAYAN AUDU,TSANGAYAN AUDU,,,dawasa
clusters,yau_hamma,YAU HAMMA,YAU HAMMA,,,dawasa
clusters,azbak, AZBAK , AZBAK ,,,dawayo
clusters,arewawa_jigawa,AREWAWA JIGAWA,AREWAWA JIGAWA,,,dawayo
clusters,awadawari,AWADAWARI,AWADAWARI,,,dawayo
clusters,ifdak_jari,IFDAK JARI,IFDAK JARI,,,dawayo
clusters,gidambiri,Gidambiri,Gidambiri,,,dawo_1
clusters,yapasi,Yapasi,Yapasi,,,dawo_1
clusters,ha_10,HA_10,HA_10,,,dawo_2
clusters,garin_gunji,GARIN GUNJI,GARIN GUNJI,,,dazigau
clusters,yalwa_mai_anguwa,YALWA MAI ANGUWA,YALWA MAI ANGUWA,,,dazigau
clusters,daniski_councillor,Daniski Councillor,Daniski Councillor,,,degubi
clusters,degubi_yahai,Degubi Yahai,Degubi Yahai,,,degubi
clusters,degubi_zakar,Degubi Zakar,Degubi Zakar,,,degubi
clusters,gabur_usakule,Gabur Usakule,Gabur Usakule,,,degubi
clusters,bugagura,Bugagura,Bugagura,,,demsa
clusters,denko,Denko,Denko,,,demsa
clusters,ha_37,HA_37,HA_37,,,demsa
clusters,ha_39,HA_39,HA_39,,,demsa
clusters,ha_5,HA_5,HA_5,,,demsa
clusters,police_barrack,Police Barrack,Police Barrack,,,demsa
clusters,dugulduma,Dugulduma,Dugulduma,,,digil
clusters,hurda_buba,Hurda Buba,Hurda Buba,,,digil
clusters,miskiti,Miskiti,Miskiti,,,digil
clusters,yazza_mijilu,Yazza Mijilu,Yazza Mijilu,,,digil
clusters,22_armour_brigade_headquarters_dikwa, 22 Armour Brigade Headquarters Dikwa , 22 Armour Brigade Headquarters Dikwa ,,,dikwa
clusters,kilagoru, Kilagoru , Kilagoru ,,,dikwa
clusters,1000_camp_dikwa,1000 CAMP DIKWA,1000 CAMP DIKWA,,,dikwa
clusters,agric_idp_camp,AGRIC IDP CAMP,AGRIC IDP CAMP,,,dikwa
clusters,agric_store,Agric Store,Agric Store,,,dikwa
clusters,ajari_camp,AJARI CAMP,AJARI CAMP,,,dikwa
clusters,bulabulin,Bulabulin,Bulabulin,,,dikwa
clusters,bulabulin_biafra,BULABULIN BIAFRA,BULABULIN BIAFRA,,,dikwa
clusters,chingo_zarma,CHINGO ZARMA,CHINGO ZARMA,,,dikwa
clusters,kanumburi_gana,KANUMBURI GANA,KANUMBURI GANA,,,dikwa
clusters,kanumburi_jaja,KANUMBURI JAJA,KANUMBURI JAJA,,,dikwa
clusters,kulagaru,KULAGARU,KULAGARU,,,dikwa
clusters,mohammed_kyarimi,MOHAMMED KYARIMI,MOHAMMED KYARIMI,,,dikwa
clusters,motor_park_idp_camp,MOTOR PARK IDP CAMP,MOTOR PARK IDP CAMP,,,dikwa
clusters,sangaya,SANGAYA,SANGAYA,,,dikwa
clusters,shehu_musta_ii,SHEHU MUSTA II,SHEHU MUSTA II,,,dikwa
clusters,shehu_sanda,Shehu Sanda,Shehu Sanda,,,dikwa
clusters,shehuri_modu_kasa_camp,SHEHURI/MODU KASA CAMP,SHEHURI/MODU KASA CAMP,,,dikwa
clusters,twenty_housing_estate,TWENTY HOUSING ESTATE,TWENTY HOUSING ESTATE,,,dikwa
clusters,fulani_dwam,Fulani Dwam,Fulani Dwam,,,dilli
clusters,mbwai,Mbwai,Mbwai,,,dirma
clusters,coca_cola,CoCa Cola,CoCa Cola,,,dogon_nini
clusters,dorawa_m_shanu,Dorawa M. Shanu,Dorawa M. Shanu,,,dogon_nini
clusters,fce_guest_inn,FCE Guest Inn,FCE Guest Inn,,,dogon_nini
clusters,garbai_street,Garbai Street,Garbai Street,,,dogon_nini
clusters,lamba_idriss,Lamba Idriss,Lamba Idriss,,,dogon_nini
clusters,m_lamba,M. Lamba,M. Lamba,,,dogon_nini
clusters,mai_anguwa_adamu,Mai Anguwa Adamu,Mai Anguwa Adamu,,,dogon_nini
clusters,munkaila_g,Munkaila G,Munkaila G,,,dogon_nini
clusters,tsamiyyar_awu_b,Tsamiyyar Awu B,Tsamiyyar Awu B,,,dogon_nini
clusters,yindiski,Yindiski,Yindiski,,,dogon_nini
clusters,u_kanji, U/KANJI , U/KANJI ,,,dole
clusters,dong, DONG , DONG ,,,dong
clusters,anguwar_katsina,Anguwar Katsina,Anguwar Katsina,,,dong
clusters,gowaja,Gowaja,Gowaja,,,dong
clusters,layin_alhaji_shaibu, Layin Alhaji Shaibu , Layin Alhaji Shaibu ,,,doro
clusters,alhaji_awali_mai_dauri,Alhaji Awali Mai Dauri,Alhaji Awali Mai Dauri,,,doro
clusters,bulama_haruna,Bulama Haruna,Bulama Haruna,,,doro
clusters,jan_mota,Jan Mota,Jan Mota,,,doro
clusters,layin_yan_danga,Layin Yan Danga,Layin Yan Danga,,,doro
clusters,sheikh_tukur,Sheikh Tukur,Sheikh Tukur,,,doro
clusters,doubeli,Doubeli,Doubeli,,,doubeli
clusters,gdss_doubeli,GDSS DOUBELI,GDSS DOUBELI,,,doubeli
clusters,biriri_audu,BIRIRI AUDU,BIRIRI AUDU,,,dudduye
clusters,fakarau_alhaji,FAKARAU ALHAJI,FAKARAU ALHAJI,,,dudduye
clusters,garin_aga_usman,GARIN AGA USMAN,GARIN AGA USMAN,,,dudduye
clusters,alhaji_maina_dauda,Alhaji Maina Dauda,Alhaji Maina Dauda,,,dugja
clusters,bakin_kasuwa_ali_mawu,Bakin Kasuwa Ali Mawu,Bakin Kasuwa Ali Mawu,,,dugja
clusters,bayan_tasha_primary_area,Bayan Tasha Primary Area,Bayan Tasha Primary Area,,,dugja
clusters,dugja,DUGJA,DUGJA,,,dugja
clusters,mai_angua_mamuda,Mai Angua Mamuda,Mai Angua Mamuda,,,dugja
clusters,police_barrack_school_area,Police Barrack School Area,Police Barrack School Area,,,dugja
clusters,tabra_ardo,Tabra Ardo,Tabra Ardo,,,dugja
clusters,tabra_victory_school,Tabra Victory School,Tabra Victory School,,,dugja
clusters,tum,Tum,Tum,,,dugja
clusters,tum_primary_area,Tum Primary Area,Tum Primary Area,,,dugja
clusters,yaya_gomnati,Yaya Gomnati,Yaya Gomnati,,,dugja
clusters,duhu,DUHU,DUHU,,,duhu
clusters,duhu_gari,Duhu Gari,Duhu Gari,,,duhu
clusters,ha_14,HA_14,HA_14,,,duhu
clusters,ha_20,HA_20,HA_20,,,duhu
clusters,ha_22,HA_22,HA_22,,,duhu
clusters,ha_8,HA_8,HA_8,,,duhu
clusters,lumadu_b,Lumadu B,Lumadu B,,,duhu
clusters,shuwa,SHUWA,SHUWA,,,duhu
clusters,tsitsil,Tsitsil,Tsitsil,,,duhu
clusters,fulani_falu,Fulani Falu,Fulani Falu,,,dukul
clusters,sukuruliye,Sukuruliye,Sukuruliye,,,dukul
clusters,waja_tsubong,Waja Tsubong,Waja Tsubong,,,dukul
clusters,katan_gana, KATAN GANA , KATAN GANA ,,,dumbari
clusters,garin_goje,Garin Goje,Garin Goje,,,dumbari
clusters,gasi,Gasi,Gasi,,,dumbari
clusters,jangon_bakalayi,Jangon Bakalayi,Jangon Bakalayi,,,dumbari
clusters,lamido_gwardo,Lamido Gwardo,Lamido Gwardo,,,dumbari
clusters,fulani,Fulani,Fulani,,,dumna
clusters,ha_6,HA_6,HA_6,,,dumna
clusters,pukile,Pukile,Pukile,,,dumna
clusters,ha_4,HA_4,HA_4,,,duvu
clusters,mbullamba,Mbullamba,Mbullamba,,,duvu
clusters,zniva,Zniva,Zniva,,,duvu
clusters,fotta_sarki,Fotta Sarki,Fotta Sarki,,,duwa
clusters,ha_24,HA_24,HA_24,,,duwa
clusters,ha_27,HA_27,HA_27,,,duwa
clusters,ha_61,HA_61,HA_61,,,duwa
clusters,ha_89,HA_89,HA_89,,,duwa
clusters,tangre,Tangre,Tangre,,,duwa
clusters,gindin_dutse,Gindin Dutse,Gindin Dutse,,,dwam
