"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value","p.value","test.name"
"1048","missing_detained_adult_happen","gender_hoh","97","",0.0152464408401101,NA,0,0.0312671849307108,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"1187","missing_detained_adult_happen","gender_hoh","97","female",0,NA,0,0,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"1255","missing_detained_adult_happen","gender_hoh","97","male",0,NA,0,0,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"1346","missing_detained_adult_happen","gender_hoh","98","",0.0233845900621363,NA,0.00828261826723173,0.0384865618570409,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"1443","missing_detained_adult_happen","gender_hoh","98","female",0,NA,0,0,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"1541","missing_detained_adult_happen","gender_hoh","98","male",0.0371912514112646,NA,0,0.0905772351564267,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"1637","missing_detained_adult_happen","gender_hoh","99","",0.0175531695394323,NA,0,0.0368198232063921,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"1736","missing_detained_adult_happen","gender_hoh","99","female",0,NA,0,0,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"1836","missing_detained_adult_happen","gender_hoh","99","male",0,NA,0,0,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"1188","missing_detained_adult_happen","gender_hoh","man_armed","",0.412213185837129,NA,0.223975420019673,0.600450951654586,"state","NG002",NA,"Pearson's X^2: Rao & Scott adjustment"
"2170","missing_detained_adult_happen","gender_hoh","man_armed","female",0.877420593606155,NA,0.635496529562157,1,"state","NG002",NA,"Pearson's X^2: Rao & Scott adjustment"
"3149","missing_detained_adult_happen","gender_hoh","man_armed","male",0.188183842583038,NA,0.00891908456286591,0.367448600603211,"state","NG002",NA,"Pearson's X^2: Rao & Scott adjustment"
"4142","missing_detained_adult_happen","gender_hoh","woman_armed","",0.103453158855942,NA,0,0.220491720868695,"state","NG002",NA,"Pearson's X^2: Rao & Scott adjustment"
"5135","missing_detained_adult_happen","gender_hoh","woman_armed","female",0.122579406393845,NA,0,0.364503470437843,"state","NG002",NA,"Pearson's X^2: Rao & Scott adjustment"
"6126","missing_detained_adult_happen","gender_hoh","woman_armed","male",0.313773746267485,NA,0.0647391280488268,0.562808364486143,"state","NG002",NA,"Pearson's X^2: Rao & Scott adjustment"
"786","missing_detained_adult_happen","gender_hoh","adult_lost_displ","",0.387902471824337,NA,0.201264183391803,0.574540760256871,"state","NG002",NA,"Pearson's X^2: Rao & Scott adjustment"
"864","missing_detained_adult_happen","gender_hoh","adult_lost_displ","female",0,NA,0,0,"state","NG002",NA,"Pearson's X^2: Rao & Scott adjustment"
"962","missing_detained_adult_happen","gender_hoh","adult_lost_displ","male",0.200191846243085,NA,0,0.410432046718394,"state","NG002",NA,"Pearson's X^2: Rao & Scott adjustment"
"1049","missing_detained_adult_happen","gender_hoh","97","",0,NA,0,0,"state","NG002",NA,"Pearson's X^2: Rao & Scott adjustment"
"1189","missing_detained_adult_happen","gender_hoh","97","female",0,NA,0,0,"state","NG002",NA,"Pearson's X^2: Rao & Scott adjustment"
"1256","missing_detained_adult_happen","gender_hoh","97","male",0.0877958822892776,NA,0,0.237338501828828,"state","NG002",NA,"Pearson's X^2: Rao & Scott adjustment"
"1347","missing_detained_adult_happen","gender_hoh","98","",0.205956880201853,NA,0.0139666182173635,0.397947142186343,"state","NG002",NA,"Pearson's X^2: Rao & Scott adjustment"
"1444","missing_detained_adult_happen","gender_hoh","98","female",0,NA,0,0,"state","NG002",NA,"Pearson's X^2: Rao & Scott adjustment"
"1542","missing_detained_adult_happen","gender_hoh","98","male",0.174213247452941,NA,0,0.42054650856097,"state","NG002",NA,"Pearson's X^2: Rao & Scott adjustment"
"1638","missing_detained_adult_happen","gender_hoh","99","",0.0201723488527541,NA,0,0.0499074690326757,"state","NG002",NA,"Pearson's X^2: Rao & Scott adjustment"
"1737","missing_detained_adult_happen","gender_hoh","99","female",0,NA,0,0,"state","NG002",NA,"Pearson's X^2: Rao & Scott adjustment"
"1837","missing_detained_adult_happen","gender_hoh","99","male",0.0763189044766861,NA,0,0.179860903998162,"state","NG002",NA,"Pearson's X^2: Rao & Scott adjustment"
"1190","missing_detained_child","gender_hoh","no","",0.990062111801242,NA,0.985215850312369,0.994908373290116,"state","NG036",0.817397157958984,"Pearson's X^2: Rao & Scott adjustment"
"2171","missing_detained_child","gender_hoh","no","female",1,NA,1,1,"state","NG036",0.817397157958984,"Pearson's X^2: Rao & Scott adjustment"
"3150","missing_detained_child","gender_hoh","no","male",0.992795389048991,NA,0.986501821248372,0.999088956849611,"state","NG036",0.817397157958984,"Pearson's X^2: Rao & Scott adjustment"
"4143","missing_detained_child","gender_hoh","yes","",0.00807453416149068,NA,0.00370206426689869,0.0124470040560827,"state","NG036",0.817397157958984,"Pearson's X^2: Rao & Scott adjustment"
"5136","missing_detained_child","gender_hoh","yes","female",0,NA,0,0,"state","NG036",0.817397157958984,"Pearson's X^2: Rao & Scott adjustment"
"6127","missing_detained_child","gender_hoh","yes","male",0.00720461095100865,NA,0.000911043150389369,0.0134981787516279,"state","NG036",0.817397157958984,"Pearson's X^2: Rao & Scott adjustment"
"787","missing_detained_child","gender_hoh","98","",0.00186335403726708,NA,0,0.0039703866586391,"state","NG036",0.817397157958984,"Pearson's X^2: Rao & Scott adjustment"
"865","missing_detained_child","gender_hoh","98","female",0,NA,0,0,"state","NG036",0.817397157958984,"Pearson's X^2: Rao & Scott adjustment"
"963","missing_detained_child","gender_hoh","98","male",0,NA,0,0,"state","NG036",0.817397157958984,"Pearson's X^2: Rao & Scott adjustment"
"1191","missing_detained_child","gender_hoh","no","",0.941002949852507,NA,0.932134003973162,0.949871895731852,"state","NG008",0.000506796719755311,"Pearson's X^2: Rao & Scott adjustment"
"2172","missing_detained_child","gender_hoh","no","female",0.962264150943396,NA,0.910955276505718,1,"state","NG008",0.000506796719755311,"Pearson's X^2: Rao & Scott adjustment"
"3151","missing_detained_child","gender_hoh","no","male",0.978395061728395,NA,0.969253787981863,0.987536335474927,"state","NG008",0.000506796719755311,"Pearson's X^2: Rao & Scott adjustment"
"4144","missing_detained_child","gender_hoh","yes","",0.0564159292035398,NA,0.0477312748823971,0.0651005835246826,"state","NG008",0.000506796719755311,"Pearson's X^2: Rao & Scott adjustment"
"5137","missing_detained_child","gender_hoh","yes","female",0.0377358490566038,NA,0,0.0890447234942825,"state","NG008",0.000506796719755311,"Pearson's X^2: Rao & Scott adjustment"
"6128","missing_detained_child","gender_hoh","yes","male",0.0185185185185185,NA,0.0100420052009505,0.0269950318360865,"state","NG008",0.000506796719755311,"Pearson's X^2: Rao & Scott adjustment"
"788","missing_detained_child","gender_hoh","98","",0.00221238938053097,NA,0.000443864395667337,0.00398091436539461,"state","NG008",0.000506796719755311,"Pearson's X^2: Rao & Scott adjustment"
"866","missing_detained_child","gender_hoh","98","female",0,NA,0,0,"state","NG008",0.000506796719755311,"Pearson's X^2: Rao & Scott adjustment"
"964","missing_detained_child","gender_hoh","98","male",0.00308641975308642,NA,0,0.00657404107950025,"state","NG008",0.000506796719755311,"Pearson's X^2: Rao & Scott adjustment"
"1050","missing_detained_child","gender_hoh","99","",0.000368731563421829,NA,0,0.00109139559101515,"state","NG008",0.000506796719755311,"Pearson's X^2: Rao & Scott adjustment"
"1192","missing_detained_child","gender_hoh","99","female",0,NA,0,0,"state","NG008",0.000506796719755311,"Pearson's X^2: Rao & Scott adjustment"
"1257","missing_detained_child","gender_hoh","99","male",0,NA,0,0,"state","NG008",0.000506796719755311,"Pearson's X^2: Rao & Scott adjustment"
"1193","missing_detained_child","gender_hoh","no","",0.988695652173913,NA,0.984374463529797,0.99301684081803,"state","NG002",0.0905014374797591,"Pearson's X^2: Rao & Scott adjustment"
"2173","missing_detained_child","gender_hoh","no","female",0.964705882352941,NA,0.925472817066595,1,"state","NG002",0.0905014374797591,"Pearson's X^2: Rao & Scott adjustment"
"3152","missing_detained_child","gender_hoh","no","male",0.990595611285267,NA,0.984479567404217,0.996711655166316,"state","NG002",0.0905014374797591,"Pearson's X^2: Rao & Scott adjustment"
"4145","missing_detained_child","gender_hoh","yes","",0.0091304347826087,NA,0.0052426417966477,0.0130182277685697,"state","NG002",0.0905014374797591,"Pearson's X^2: Rao & Scott adjustment"
"5138","missing_detained_child","gender_hoh","yes","female",0.0352941176470588,NA,0,0.0745271829334051,"state","NG002",0.0905014374797591,"Pearson's X^2: Rao & Scott adjustment"
"6129","missing_detained_child","gender_hoh","yes","male",0.00940438871473354,NA,0.00328834483368442,0.0155204325957827,"state","NG002",0.0905014374797591,"Pearson's X^2: Rao & Scott adjustment"
"789","missing_detained_child","gender_hoh","98","",0.00217391304347826,NA,0.000270216729267707,0.00407760935768881,"state","NG002",0.0905014374797591,"Pearson's X^2: Rao & Scott adjustment"
"867","missing_detained_child","gender_hoh","98","female",0,NA,0,0,"state","NG002",0.0905014374797591,"Pearson's X^2: Rao & Scott adjustment"
"965","missing_detained_child","gender_hoh","98","male",0,NA,0,0,"state","NG002",0.0905014374797591,"Pearson's X^2: Rao & Scott adjustment"
"1194","missing_detained_child_happen","gender_hoh","boy_armed","",0.389708019626293,NA,0.0382125281103469,0.74120351114224,"state","NG036",NA,"less than two unique values in the dependent variable"
"2174","missing_detained_child_happen","gender_hoh","boy_armed","female",0,NA,0,0,"state","NG036",NA,"less than two unique values in the dependent variable"
"3153","missing_detained_child_happen","gender_hoh","boy_armed","male",0.174467940502262,NA,0,0.509552341850285,"state","NG036",NA,"less than two unique values in the dependent variable"
"4146","missing_detained_child_happen","gender_hoh","girl_armed","",0.00310120210319861,NA,0,0.00959263254658018,"state","NG036",NA,"less than two unique values in the dependent variable"
"5139","missing_detained_child_happen","gender_hoh","girl_armed","female",0,NA,0,0,"state","NG036",NA,"less than two unique values in the dependent variable"
"6130","missing_detained_child_happen","gender_hoh","girl_armed","male",0.407781980160605,NA,0,0.931981970331646,"state","NG036",NA,"less than two unique values in the dependent variable"
"790","missing_detained_child_happen","gender_hoh","child_trafficking","",0.130109499470673,NA,0,0.37352989964946,"state","NG036",NA,"less than two unique values in the dependent variable"
"868","missing_detained_child_happen","gender_hoh","child_trafficking","female",0,NA,0,0,"state","NG036",NA,"less than two unique values in the dependent variable"
"966","missing_detained_child_happen","gender_hoh","child_trafficking","male",0,NA,0,0,"state","NG036",NA,"less than two unique values in the dependent variable"
"1051","missing_detained_child_happen","gender_hoh","child_lost_displ","",0.477081278799835,NA,0.0793525231971229,0.874810034402547,"state","NG036",NA,"less than two unique values in the dependent variable"
"1195","missing_detained_child_happen","gender_hoh","child_lost_displ","female",0,NA,0,0,"state","NG036",NA,"less than two unique values in the dependent variable"
"1258","missing_detained_child_happen","gender_hoh","child_lost_displ","male",0.825532059497738,NA,0.490447658149715,1,"state","NG036",NA,"less than two unique values in the dependent variable"
"1348","missing_detained_child_happen","gender_hoh","97","",0,NA,0,0,"state","NG036",NA,"less than two unique values in the dependent variable"
"1445","missing_detained_child_happen","gender_hoh","97","female",0,NA,0,0,"state","NG036",NA,"less than two unique values in the dependent variable"
"1543","missing_detained_child_happen","gender_hoh","97","male",0,NA,0,0,"state","NG036",NA,"less than two unique values in the dependent variable"
"1639","missing_detained_child_happen","gender_hoh","98","",0,NA,0,0,"state","NG036",NA,"less than two unique values in the dependent variable"
"1738","missing_detained_child_happen","gender_hoh","98","female",0,NA,0,0,"state","NG036",NA,"less than two unique values in the dependent variable"
"1838","missing_detained_child_happen","gender_hoh","98","male",0,NA,0,0,"state","NG036",NA,"less than two unique values in the dependent variable"
"1933","missing_detained_child_happen","gender_hoh","99","",0,NA,0,0,"state","NG036",NA,"less than two unique values in the dependent variable"
"2033","missing_detained_child_happen","gender_hoh","99","female",0,NA,0,0,"state","NG036",NA,"less than two unique values in the dependent variable"
"2175","missing_detained_child_happen","gender_hoh","99","male",0,NA,0,0,"state","NG036",NA,"less than two unique values in the dependent variable"
"1196","missing_detained_child_happen","gender_hoh","boy_armed","",0.536363675080555,NA,0.439811179362481,0.632916170798629,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"2176","missing_detained_child_happen","gender_hoh","boy_armed","female",1,NA,1,1,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"3154","missing_detained_child_happen","gender_hoh","boy_armed","male",0.721477050561822,NA,0.493912828458668,0.949041272664975,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"4147","missing_detained_child_happen","gender_hoh","girl_armed","",0.210435558563751,NA,0.114823001653363,0.306048115474139,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"5140","missing_detained_child_happen","gender_hoh","girl_armed","female",0,NA,0,0,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"6131","missing_detained_child_happen","gender_hoh","girl_armed","male",0.157055515414819,NA,0,0.338507373618145,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"793","missing_detained_child_happen","gender_hoh","child_trafficking","",0.0564363322810622,NA,0.0160599948843488,0.0968126696777757,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"869","missing_detained_child_happen","gender_hoh","child_trafficking","female",0,NA,0,0,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"967","missing_detained_child_happen","gender_hoh","child_trafficking","male",0,NA,0,0,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"1052","missing_detained_child_happen","gender_hoh","child_lost_displ","",0.263036194967506,NA,0.179568461344553,0.346503928590458,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"1197","missing_detained_child_happen","gender_hoh","child_lost_displ","female",0,NA,0,0,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"1259","missing_detained_child_happen","gender_hoh","child_lost_displ","male",0.158646191461411,NA,0.00154093583990958,0.315751447082913,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"1349","missing_detained_child_happen","gender_hoh","97","",0.00542649212293426,NA,0,0.0162096013205593,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"1446","missing_detained_child_happen","gender_hoh","97","female",0,NA,0,0,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"1544","missing_detained_child_happen","gender_hoh","97","male",0,NA,0,0,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"1640","missing_detained_child_happen","gender_hoh","98","",0.00574332963189815,NA,0,0.0161326086839534,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"1739","missing_detained_child_happen","gender_hoh","98","female",0,NA,0,0,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"1839","missing_detained_child_happen","gender_hoh","98","male",0.0682438265819703,NA,0,0.199951682093684,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"1934","missing_detained_child_happen","gender_hoh","99","",0.0252339917589316,NA,0,0.0639220801861761,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"2034","missing_detained_child_happen","gender_hoh","99","female",0,NA,0,0,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"2177","missing_detained_child_happen","gender_hoh","99","male",0.0259161325308062,NA,0,0.077763174723239,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"1198","missing_detained_child_happen","gender_hoh","boy_armed","",0.578692413869713,NA,0.301378763742099,0.856006063997326,"state","NG002",NA,"less than two unique values in the dependent variable"
"2178","missing_detained_child_happen","gender_hoh","boy_armed","female",1,NA,1,1,"state","NG002",NA,"less than two unique values in the dependent variable"
"3155","missing_detained_child_happen","gender_hoh","boy_armed","male",0.523844011011827,NA,0.199911475447392,0.847776546576262,"state","NG002",NA,"less than two unique values in the dependent variable"
"4148","missing_detained_child_happen","gender_hoh","girl_armed","",0.188029045411495,NA,0,0.405730087362982,"state","NG002",NA,"less than two unique values in the dependent variable"
"5141","missing_detained_child_happen","gender_hoh","girl_armed","female",0.146630928627101,NA,0,0.433872441028208,"state","NG002",NA,"less than two unique values in the dependent variable"
"6132","missing_detained_child_happen","gender_hoh","girl_armed","male",0.188711957786188,NA,0,0.41891789794175,"state","NG002",NA,"less than two unique values in the dependent variable"
"794","missing_detained_child_happen","gender_hoh","child_trafficking","",0.0144981750174821,NA,0,0.0435845879718286,"state","NG002",NA,"less than two unique values in the dependent variable"
"870","missing_detained_child_happen","gender_hoh","child_trafficking","female",0,NA,0,0,"state","NG002",NA,"less than two unique values in the dependent variable"
"968","missing_detained_child_happen","gender_hoh","child_trafficking","male",0,NA,0,0,"state","NG002",NA,"less than two unique values in the dependent variable"
"1053","missing_detained_child_happen","gender_hoh","child_lost_displ","",0.393294926393561,NA,0.123563635198076,0.663026217589046,"state","NG002",NA,"less than two unique values in the dependent variable"
"1199","missing_detained_child_happen","gender_hoh","child_lost_displ","female",0,NA,0,0,"state","NG002",NA,"less than two unique values in the dependent variable"
"1260","missing_detained_child_happen","gender_hoh","child_lost_displ","male",0.287444031201985,NA,0,0.662860071595074,"state","NG002",NA,"less than two unique values in the dependent variable"
"1350","missing_detained_child_happen","gender_hoh","97","",0,NA,0,0,"state","NG002",NA,"less than two unique values in the dependent variable"
"1447","missing_detained_child_happen","gender_hoh","97","female",0,NA,0,0,"state","NG002",NA,"less than two unique values in the dependent variable"
"1545","missing_detained_child_happen","gender_hoh","97","male",0,NA,0,0,"state","NG002",NA,"less than two unique values in the dependent variable"
"1641","missing_detained_child_happen","gender_hoh","98","",0,NA,0,0,"state","NG002",NA,"less than two unique values in the dependent variable"
"1740","missing_detained_child_happen","gender_hoh","98","female",0,NA,0,0,"state","NG002",NA,"less than two unique values in the dependent variable"
"1840","missing_detained_child_happen","gender_hoh","98","male",0,NA,0,0,"state","NG002",NA,"less than two unique values in the dependent variable"
"1935","missing_detained_child_happen","gender_hoh","99","",0.160278076019043,NA,0,0.434970432768754,"state","NG002",NA,"less than two unique values in the dependent variable"
"2035","missing_detained_child_happen","gender_hoh","99","female",0,NA,0,0,"state","NG002",NA,"less than two unique values in the dependent variable"
"2179","missing_detained_child_happen","gender_hoh","99","male",0,NA,0,0,"state","NG002",NA,"less than two unique values in the dependent variable"
"1200","labour_exploitation","gender_hoh","no_payment","",0.0654202186086238,NA,0.0454551089893995,0.085385328227848,"state","NG036",NA,"Pearson's X^2: Rao & Scott adjustment"
"2180","labour_exploitation","gender_hoh","no_payment","female",0,NA,0,0,"state","NG036",NA,"Pearson's X^2: Rao & Scott adjustment"
"3156","labour_exploitation","gender_hoh","no_payment","male",0.0450304226823001,NA,0.0209794405611561,0.069081404803444,"state","NG036",NA,"Pearson's X^2: Rao & Scott adjustment"
"4149","labour_exploitation","gender_hoh","forced_work","",0.027899498779422,NA,0.0151378000639092,0.0406611974949349,"state","NG036",NA,"Pearson's X^2: Rao & Scott adjustment"
"5142","labour_exploitation","gender_hoh","forced_work","female",0,NA,0,0,"state","NG036",NA,"Pearson's X^2: Rao & Scott adjustment"
"6133","labour_exploitation","gender_hoh","forced_work","male",0.0292808035073515,NA,0.0046916207012281,0.053869986313475,"state","NG036",NA,"Pearson's X^2: Rao & Scott adjustment"
"795","labour_exploitation","gender_hoh","excessive_hours","",0.0421672177958906,NA,0.0257033069733696,0.0586311286184115,"state","NG036",NA,"Pearson's X^2: Rao & Scott adjustment"
"871","labour_exploitation","gender_hoh","excessive_hours","female",0.0592697643326914,NA,0,0.168888811623094,"state","NG036",NA,"Pearson's X^2: Rao & Scott adjustment"
"969","labour_exploitation","gender_hoh","excessive_hours","male",0.0384786004628943,NA,0.0161432911011411,0.0608139098246475,"state","NG036",NA,"Pearson's X^2: Rao & Scott adjustment"
"1054","labour_exploitation","gender_hoh","receive_less_than_promised","",0.0376277761456236,NA,0.0206122108852881,0.054643341405959,"state","NG036",NA,"Pearson's X^2: Rao & Scott adjustment"
"11100","labour_exploitation","gender_hoh","receive_less_than_promised","female",0.00169559414430278,NA,0,0.00515969896374838,"state","NG036",NA,"Pearson's X^2: Rao & Scott adjustment"
"1261","labour_exploitation","gender_hoh","receive_less_than_promised","male",0.0234555819787647,NA,0.00705055622489041,0.039860607732639,"state","NG036",NA,"Pearson's X^2: Rao & Scott adjustment"
"1351","labour_exploitation","gender_hoh","receive_less_than_others","",0.0267926229335582,NA,0.0139251608070045,0.0396600850601119,"state","NG036",NA,"Pearson's X^2: Rao & Scott adjustment"
"1448","labour_exploitation","gender_hoh","receive_less_than_others","female",0.0675844906490754,NA,0,0.19707364502823,"state","NG036",NA,"Pearson's X^2: Rao & Scott adjustment"
"1546","labour_exploitation","gender_hoh","receive_less_than_others","male",0.0237259642725966,NA,0.008702824076591,0.0387491044686022,"state","NG036",NA,"Pearson's X^2: Rao & Scott adjustment"
"1642","labour_exploitation","gender_hoh","denied_movement","",0.0017165562947249,NA,0,0.0034444995586711,"state","NG036",NA,"Pearson's X^2: Rao & Scott adjustment"
"1741","labour_exploitation","gender_hoh","denied_movement","female",0,NA,0,0,"state","NG036",NA,"Pearson's X^2: Rao & Scott adjustment"
"1841","labour_exploitation","gender_hoh","denied_movement","male",0.00118625132919194,NA,0,0.00284227107418258,"state","NG036",NA,"Pearson's X^2: Rao & Scott adjustment"
"1936","labour_exploitation","gender_hoh","denied_food_drink_medical","",0.00210733002912565,NA,0,0.00443800021779756,"state","NG036",NA,"Pearson's X^2: Rao & Scott adjustment"
"2036","labour_exploitation","gender_hoh","denied_food_drink_medical","female",0,NA,0,0,"state","NG036",NA,"Pearson's X^2: Rao & Scott adjustment"
"2181","labour_exploitation","gender_hoh","denied_food_drink_medical","male",0.000631584902810988,NA,0,0.00187292008110417,"state","NG036",NA,"Pearson's X^2: Rao & Scott adjustment"
"2236","labour_exploitation","gender_hoh","none","",0.845749828975848,NA,0.80989482864262,0.881604829309077,"state","NG036",NA,"Pearson's X^2: Rao & Scott adjustment"
"2336","labour_exploitation","gender_hoh","none","female",0.873145745018233,NA,0.705589941552377,1,"state","NG036",NA,"Pearson's X^2: Rao & Scott adjustment"
"2435","labour_exploitation","gender_hoh","none","male",0.912427983180026,NA,0.877634202234673,0.947221764125378,"state","NG036",NA,"Pearson's X^2: Rao & Scott adjustment"
"2527","labour_exploitation","gender_hoh","98","",0.00750912073221325,NA,0.0028468240967642,0.0121714173676623,"state","NG036",NA,"Pearson's X^2: Rao & Scott adjustment"
"2626","labour_exploitation","gender_hoh","98","female",0,NA,0,0,"state","NG036",NA,"Pearson's X^2: Rao & Scott adjustment"
"2725","labour_exploitation","gender_hoh","98","male",0.00323842971373897,NA,0,0.00852444355957447,"state","NG036",NA,"Pearson's X^2: Rao & Scott adjustment"
"2815","labour_exploitation","gender_hoh","99","",0.0049515773948175,NA,0.000334957344503453,0.00956819744513154,"state","NG036",NA,"Pearson's X^2: Rao & Scott adjustment"
"2915","labour_exploitation","gender_hoh","99","female",0,NA,0,0,"state","NG036",NA,"Pearson's X^2: Rao & Scott adjustment"
"3015","labour_exploitation","gender_hoh","99","male",0.00451392358388886,NA,0,0.00984313659274684,"state","NG036",NA,"Pearson's X^2: Rao & Scott adjustment"
"1201","labour_exploitation","gender_hoh","no_payment","",0.116535857283776,NA,0.087644451403418,0.145427263164133,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"2182","labour_exploitation","gender_hoh","no_payment","female",0.0972306510410677,NA,0,0.199522577161844,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"3157","labour_exploitation","gender_hoh","no_payment","male",0.0546155254957667,NA,0.0337163285555033,0.0755147224360301,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"4150","labour_exploitation","gender_hoh","forced_work","",0.0431018013319201,NA,0.0306331905238125,0.0555704121400277,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"5143","labour_exploitation","gender_hoh","forced_work","female",0.0194107409565772,NA,0,0.0574319376849971,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"6134","labour_exploitation","gender_hoh","forced_work","male",0.0173923299543603,NA,0.00658796027495604,0.0281966996337645,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"796","labour_exploitation","gender_hoh","excessive_hours","",0.0420053352625686,NA,0.0294645348065291,0.054546135718608,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"872","labour_exploitation","gender_hoh","excessive_hours","female",0,NA,0,0,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"970","labour_exploitation","gender_hoh","excessive_hours","male",0.0136428761310347,NA,0.00389959352498577,0.0233861587370837,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"1055","labour_exploitation","gender_hoh","receive_less_than_promised","",0.0471904120055451,NA,0.0340162307291881,0.0603645932819021,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"11101","labour_exploitation","gender_hoh","receive_less_than_promised","female",0.0486508709123061,NA,0,0.109919631589683,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"1262","labour_exploitation","gender_hoh","receive_less_than_promised","male",0.0310458027531553,NA,0.0136787925375019,0.0484128129688088,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"1352","labour_exploitation","gender_hoh","receive_less_than_others","",0.0276851153024481,NA,0.0149881017553991,0.0403821288494971,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"1449","labour_exploitation","gender_hoh","receive_less_than_others","female",0,NA,0,0,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"1547","labour_exploitation","gender_hoh","receive_less_than_others","male",0.0191824520219042,NA,0.00542191140787989,0.0329429926359284,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"1643","labour_exploitation","gender_hoh","denied_movement","",0.00928583905646579,NA,0.0043299117474531,0.0142417663654785,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"1742","labour_exploitation","gender_hoh","denied_movement","female",0.00567637344207049,NA,0,0.0168323384765421,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"1842","labour_exploitation","gender_hoh","denied_movement","male",0.00443757808749815,NA,0,0.00955758640670188,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"1937","labour_exploitation","gender_hoh","denied_food_drink_medical","",0.00754065023610068,NA,0.00280387519842383,0.0122774252737775,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"2037","labour_exploitation","gender_hoh","denied_food_drink_medical","female",0.0410881583120137,NA,0,0.0912465498002053,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"2183","labour_exploitation","gender_hoh","denied_food_drink_medical","male",0.000945558681463268,NA,0,0.00280753076698967,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"2237","labour_exploitation","gender_hoh","none","",0.734459286258834,NA,0.686305863708279,0.782612708809389,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"2337","labour_exploitation","gender_hoh","none","female",0.713654947515028,NA,0.54407770129048,0.883232193739576,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"2436","labour_exploitation","gender_hoh","none","male",0.8697774578279,NA,0.836493634798562,0.903061280857238,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"2528","labour_exploitation","gender_hoh","98","",0.0345032671720294,NA,0.0228389541370613,0.0461675802069976,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
"2627","labour_exploitation","gender_hoh","98","female",0.129748840374743,NA,0,0.279455295109273,"state","NG008",NA,"Pearson's X^2: Rao & Scott adjustment"
